,0
0,28.717126846313477
1,15.67449951171875
2,14.245536804199219
3,10.606518745422363
4,8.054083824157715
5,6.517064571380615
6,5.159617900848389
7,5.143955230712891
8,5.001553535461426
9,4.138401031494141
10,3.688471555709839
11,3.493312120437622
12,3.4483559131622314
13,4.580844402313232
14,3.397139072418213
15,2.7963879108428955
16,2.5419726371765137
17,2.4353301525115967
18,2.070857048034668
19,3.0633223056793213
20,3.017343759536743
21,2.3938302993774414
22,2.0623364448547363
23,1.7930296659469604
24,1.8898248672485352
25,2.5241923332214355
26,3.270658254623413
27,3.8286352157592773
28,2.751213312149048
29,2.7319464683532715
30,1.8543418645858765
31,1.7819818258285522
32,1.722375750541687
33,2.0543227195739746
34,2.2632384300231934
35,2.102261781692505
36,2.3437228202819824
37,2.209758758544922
38,1.9507273435592651
39,1.7128077745437622
40,2.05764102935791
41,2.2365593910217285
42,2.0383241176605225
43,1.6837551593780518
44,2.041879892349243
45,2.1577951908111572
46,2.680939197540283
47,2.800022840499878
48,2.219543218612671
49,1.913337230682373
50,1.6318984031677246
51,2.2357850074768066
52,2.3771610260009766
53,2.2155468463897705
54,1.880164623260498
55,2.048123359680176
56,1.7043062448501587
57,1.8334910869598389
58,1.513745665550232
59,1.6598992347717285
60,1.7514891624450684
61,1.6852682828903198
62,1.50101900100708
63,1.578120231628418
64,2.1438536643981934
65,2.5704407691955566
66,1.98414945602417
67,1.6479549407958984
68,1.351487159729004
69,1.2653191089630127
70,1.5951272249221802
71,1.6489778757095337
72,1.9142934083938599
73,1.839189052581787
74,1.7063003778457642
75,1.7753016948699951
76,1.587103247642517
77,1.8334283828735352
78,2.269777774810791
79,1.7763681411743164
80,1.7524892091751099
81,1.4846023321151733
82,1.53713059425354
83,1.675166368484497
84,2.0408542156219482
85,1.880067229270935
86,1.5703494548797607
87,1.5258243083953857
88,1.4211981296539307
89,1.479010820388794
90,1.5468147993087769
91,1.4849200248718262
92,1.5994473695755005
93,1.5738896131515503
94,1.5443494319915771
95,1.4194051027297974
96,1.894468903541565
97,1.8829175233840942
98,1.9596964120864868
99,1.6062116622924805
